target,text
ham,How come she can get it? Should b quite diff to guess rite...
ham,Once free call me sir.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,K I'll take care of it
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,A bloo bloo bloo I'll miss the first bowl
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,As usual u can call me ard 10 smth.
ham,I'm home. Ard wat time will u reach?
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,Beauty sleep can help ur pimples too.
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,Will be out of class in a few hours. Sorry
ham,Love you aathi..love u lot..
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,This weekend is fine (an excuse not to do too much decorating)
ham,You still at grand prix?
ham,There are many company. Tell me the language.
ham,Jesus armand really is trying to tell everybody he can find
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,Well you told others you'd marry them...
ham,No da. . Vijay going to talk in jaya tv
ham,All day working day:)except saturday and sunday..
ham,Cold. Dont be sad dear
ham,Yes there were many sweets
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,"Sorry, I'll call later"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,2 laptop... I noe infra but too slow lar... I wan fast one
ham,May b approve panalam...but it should have more posts..
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,I'm working technical support :)voice process.networking field.
ham,Hope you are having a good week. Just checking in
ham,Do you think i can move  &lt;#&gt;  in a week
ham,ARR birthday today:) i wish him to get more oscar.
ham,See? I thought it all through
ham,If you have belive me. Come to my home.
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470"
ham,What pa tell me.. I went to bath:-)
ham,Sent me ur email id soon
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Send me yetty's number pls.
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,"I'm in a meeting, call me later at"
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,I sent them. Do you like?
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,So lets make it saturday or monday as per convenience.
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,Apart from the one i told you about yesterday?
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,So Ì_'ll be submitting da project tmr rite?
ham,Dear got bus directly to calicut
ham,This phone has the weirdest auto correct.
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham,I.ll post her out l8r. In class
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Is xy going 4 e lunch?
ham,So what u doing today?
ham,"Yeah sure, give me a couple minutes to track down my wallet"
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,What time do u get out?
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,I am on the way to tirupur.
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,India have to take lead:)
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,K k:) sms chat with me.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Can you open the door?
ham,"Sorry, I'll call later"
ham,I like you peoples very much:) but am very shy pa.
ham,Dude im no longer a pisces. Im an aquarius now.
ham,Hasn't that been the pattern recently crap weekends?
ham,But i have to. I like to have love and arrange.
ham,How do you plan to manage that
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Nite...
ham,Where u been hiding stranger?
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,No message..no responce..what happend?
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,Still work going on:)it is very small house.
ham,Cab is available.they pick up and drop at door steps.
ham,"They can try! They can get lost, in fact. Tee hee"
ham,"Sir, i am waiting for your call."
ham,I am not at all happy with what you saying or doing
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,LOL what happens in Vegas stays in vegas
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,I donno if they are scorable
ham,Have you finished work yet? :)
ham,"Sir, waiting for your letter."
ham,"I'm back, lemme know when you're ready"
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,Ok lar... Joking wif u oni...
ham,Ok lor Ì_ reaching then message me.
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
ham,Onum ela pa. Normal than.
ham,Teach me apps da. When you come to college.
ham,Gud mrng dear hav a nice day
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,He didn't see his shadow. We get an early spring yay
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,I accidentally brought em home in the box
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,"Not much, just some textin'. How bout you?"
ham,Same to u...
ham,K...k:)why cant you come here and search job:)
ham,Yo theres no class tmrw right?
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,Huh but i cant go 2 ur house empty handed right?
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,TELL HER I SAID EAT SHIT.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Ok ill tell the company
ham,All will come alive.better correct any good looking figure there itself..
ham,"Yeah why not, is the gang all ready"
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,No de. But call me after some time. Ill tell you k
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
ham,Lmao but its so fun...
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Jay's getting really impatient and belligerent
ham,jay says he'll put in  &lt;#&gt;
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,how are you? I miss you!
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,I am on the way to ur home
ham,No da. . Vijay going to talk in jaya tv
ham,Oh k...i'm watching here:)
ham,"Oops I did have it,  &lt;#&gt; ?"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,I think just yourself Û_Thanks and see you tomo
ham,How long does applebees fucking take
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,Nope. I just forgot. Will show next week
ham,Wot about on wed nite I am 3 then but only til 9!
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
ham,You in your room? I need a few
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Ya had just now.onion roast.
ham,Mum not going robinson already.
ham,"Just checked out, heading out to drop off my stuff now"
ham,Come to my home for one last time i wont do anything. Trust me.
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,I don't think he has spatula hands!
ham,Ok. She'll be ok. I guess
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,No objection. My bf not coming.
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,I'm in chennai velachery:)
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,"Sorry, I'll call later"
ham,"Sounds good, keep me posted"
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,And whenever you and i see we can still hook up too.
ham,Then Ì_ come n pick me at 530 ar?
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,"Sorry, I'll call later"
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,Can you please send me my aunty's number
ham,Oh yeah! And my diet just flew out the window
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Tell me pa. How is pain de.
ham,LOL that would be awesome payback.
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,", how's things? Just a quick question."
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,Dear i am not denying your words please
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Correct. So how was work today
ham,Ok.ok ok..then..whats ur todays plan
ham,What you thinked about me. First time you saw me in class.
ham,I liked your new house
ham,Will be office around 4 pm. Now i am going hospital.
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,Why nothing. Ok anyway give me treat
ham,U can call me now...
ham,Even i cant close my eyes you are in me our vava playing umma :-D
spam,You have 1 new voicemail. Please call 08719181513.
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,"Alright, see you in a bit"
ham,Nothing. Can...
ham,"Just wondering, the others just took off"
ham,Have you been practising your curtsey?
ham,"K, can I pick up another 8th when you're done?"
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Not..tel software name..
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,Nope i waiting in sch 4 daddy... 
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,Yeah imma come over cause jay wants to do some drugs
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Ok try to do week end course in coimbatore.
ham,Did u got that persons story
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
spam,2/2 146tf150p
ham,Lol ok. I'll snatch her purse too.
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
ham,And maybe some pressies
ham,Ok can...
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Sorry. || mail? || 
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Except theres a chick with huge boobs.
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,"I've got ten bucks, jay is being noncomittal"
ham,Full heat pa:-) i have applyed oil pa.
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,What Today-sunday..sunday is holiday..so no work..
ham,We left already we at orchard now.
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,Another month. I need chocolate weed and alcohol.
ham,"I'm in a meeting, call me later at"
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,Msg me when rajini comes.
ham,ÌÏ dun need to pick ur gf?
ham,TaKe CaRE n gET WeLL sOOn
ham,I dun believe u. I thk u told him.
ham,Let me know when you've got the money so carlos can make the call
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,Have you always been saying welp?
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,What about this one then.
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,Thank you princess! You are so sexy...
ham,Sac needs to carry on:)
ham,And now electricity just went out fml.
ham,Does not operate after  &lt;#&gt;  or what
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,"2 celebrate my båÕday, y else?"
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,Ding me on ya break fassyole! Blacko from londn
ham,Why you Dint come with us.
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,Daddy will take good care of you :)
ham,Should I be stalking u?
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,Great! How is the office today?
ham,"Sorry, I'll call later"
ham,"I'm outside islands, head towards hard rock and you'll run into me"
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,WHORE YOU ARE UNBELIEVABLE.
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,No message..no responce..what happend?
ham,Is that on the telly? No its Brdget Jones!
ham,Might ax well im there.
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Good. No swimsuit allowed :)
ham,Pandy joined 4w technologies today.he got job..
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,"Haha awesome, omw back now then"
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,Ok...
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
ham,Did u receive my msg?
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,K...k...yesterday i was in cbe .
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,Still in the area of the restaurant. Ill try to come back soon
ham,Its too late:)but its k.wish you the same.
ham,Tell me something. Thats okay.
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,Then she buying today? ÌÏ no need to c meh...
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,There is no sense in my foot and penis.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,Thank god they are in bed!
ham,Thanks for loving me so. You rock
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,I know she called me
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,No. I.ll meet you in the library
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,Oh wow thats gay. Will firmware update help
ham,"It's wylie, you in tampa or sarasota?"
ham,K.then any other special?
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,But i haf enuff space got like 4 mb...
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,No plans yet. What are you doing ?
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,Just haven't decided where yet eh ?
ham,"I hav almost reached. Call, i m unable to connect u."
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,I did. One slice and one breadstick. Lol
ham,What makes you most happy?
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,No break time one... How... I come out n get my stuff fr Ì_?
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 "
ham,Thanks for sending this mental ability question..
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,I'm gonna rip out my uterus.
ham,Ok. How many should i buy.
ham,"I'm in solihull, | do you want anything?"
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,How much for an eighth?
ham,"Hi elaine, is today's meeting confirmed?"
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Lmao. Take a pic and send it to me.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Then ur physics get a-?
ham,"sry can't talk on phone, with parents"
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Ok...
ham,"That's what I love to hear :V see you sundayish, then"
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Hows the champ just leaving glasgow!
ham,I only haf msn. It's yijue@hotmail.com
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,"K I'll head out in a few mins, see you there"
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Yes. Nigh you cant aha.
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Where is that one day training:-)
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,Text her. If she doesnt reply let me know so i can have her log in
